NR_1;KOEN;FOEDELSEAAR;INVAANARE;DRAGNING;SEXUELLT_UMG1;SEXUELLT_UMG2;SEXUELL_INRIKTN;TALADE1;TALADE2;INRIKTNING;AALDER_SEXUELL_INRIKTN1;AALDER_SEXUELL_INRIKTN2;OENSKAN;SKAM;ENSAM;TRAEFFA;LAERDE_KAENNA1;LAERDE_KAENNA2;TRAEFFA_HOMO_BI;KONTAKT1;KONTAKT2;KONTAKT3;KONTAKT4;KONTAKT5;ORGANISATION;FOERHAALANDE_SAMMA_KOEN;VILJA_HA;TIDIGARE_FOERHAALANDE;SAMBO_KVINNA;SAMBO_MAN;TEKNA_HYRESKONTRAKT;VAEGRATS_HYRESKONTRAKT1;VAEGRATS_HYRESKONTRAKT2;HETEROSEXUELLA_BEKANTA;TALAT_OM;BEKANTAS_REAKTION1;BEKANTAS_REAKTION2;BEKANTAS_REAKTION3;BEKANTAS_REAKTION4;BEKANTAS_REAKTION5;BEKANTAS_REAKTION6;BEKANTAS_REAKTION7;BEKANTAS_REAKTION8;BEKANTAS_REAKTION9;BEKANTAS_REAKTION10;BEKANTAS_REAKTION11;BEKANTAS_REAKTION12;BEKANTAS_REAKTION13;FOERVAENTAD_REAKTION1;FOERVAENTAD_REAKTION2;FOERVAENTAD_REAKTION3;FOERVAENTAD_REAKTION4;FOERVAENTAD_REAKTION5;FOERVAENTAD_REAKTION6;FOERVAENTAD_REAKTION7;FOERVAENTAD_REAKTION8;FOERVAENTAD_REAKTION9;FOERVAENTAD_REAKTION10;FOERVAENTAD_REAKTION11;FOERVAENTAD_REAKTION12;FOERVAENTAD_REAKTION13;FOERVAENTAD_REAKTION14;SYSSELSAETTNING1;YRKE;FUNKTION;UTBILDNING;ARBETSKAMRATER;ARBETSKAMRAT_BEMOETANDE1;ARBETSKAMRAT_BEMOETANDE2;ARBETSKAMRAT_BEMOETANDE3;ARBETSKAMRAT_BEMOETANDE4;ARBETSKAMRAT_BEMOETANDE5;ARB_KAMRAT_OVAENLIGT;DISKRIMINERING1;DISKRIMINERING2;DISKRIMINERING3;DISKRIMINERING4;DISKRIMINERING5;DISKRIMINERING6;DISKRIMINERING_AAR;DISKRIMINERING_ARBPLATS;KOENSSJUKDOM1;KOENSSJUKDOM2;PSYK1;PSYK2;PSYK3_1;PSYK3_2;PSYK3_3;PSYK3_4;PSYK3_5;PSYK3_6;HJAELP;NEDSTAEMD1;NEDSTAEMD2
644;Man;47;Fler än 150000 invånare;15;Ja;19;14;Ja;16;Bisexuell;Ja;24;Nej;Nej;Ja, det har jag alltid gjort;Jag har inga homo/bisexuella vänner;Ja;22;Det är den största svårigheten man har som homo/bisexuell;Ja;Nej;Nej;Nej;Nej;Nej;Nej;Ja;Nej;Ja, jag sammanbor nu med en kvinna;Nej;Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;;X;;;;;;;X;;X;;;;;;;;;;;X;;;;;Förvärvsarbe;Förvaltning, kontor, bank m.m.;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Ingen arbetskamrat (studiekamrat) vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Ja, en psykolog;Ja;;;X;;;;Av någon eller några men inte av andra;Ja, jag har känt mig nedstämd (deprimerad);Ja
645;Man;35;Fler än 150000 invånare;13;Ja;13;15;Ja;16;Homosexuell;Ja;15;Ja, det har jag gjort men jag önskar det inte nu;Ja;Ja, det gör jag under långa perioder;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;15;Det är den största svårigheten man har som homo/bisexuell;Ja;Ja;Nej;Ja;Ja;Nej;Nej;Ja;Ja;Nej;Ja, jag har tidigare sammanbott med en man (män);Nej;Ja;69;De flesta vet eller förstår det;Ja, för flera bakanta;;;;;;;;X;X;;;;;;;;;;;;X;;;;;;;Förvärvsarbe;Teater;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;De flesta vet eller förstår det;Ja;X;;;;Ja, någon/några har undvikit kontakt med mig;Inget svar; ; ; ; ; ;;;Nej;Nej;Ja, en psykiater;Ja;;X;;;;;Nej;Ja, jag har känt mig nedstämd (deprimerad);Ja
646;Man;51;Färre än 10000 invånare;14;Ja;15;15;Ja;15;Homosexuell;Ja;15;Ja, det har jag gjort men jag önskar det inte nu;Ja;Ja, det gör jag under långa perioder;Jag träffar homo/bisexuella vänner mycket sällan;Ja;18;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Ja;Nej;Ja;Nej;Ja;Nej;Nej;Nej;Nej;Nej;;Jag har inga heterosexuella bekanta;Jag har inga heterosexuella vänner;X;;;;;;;;;;;;;X;;;;;;;;;;;;;;Inget svar;;;;Ingen arbetskamrat (studiekamrat) vet eller förstår det;Ja;X;;;;Ingen känner till min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;Nej;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
647;Man;53;Fler än 150000 invånare;12;Ja;18;13;Ja;22;Homosexuell;Ja;12;Ja, det har jag gjort men jag önskar det inte nu;Ja;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;22;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Nej;Ja;Nej;Ja;Nej;Ja;Ja;Nej;Nej;Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;X;X;X;X;X;;;;;;;;;;;;;;;X;;;;;;;Förvärvsarbe;Förvaltning, kontor, bank m.m.;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Ingen arbetskamrat (studiekamrat) vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Ingen känner till min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
648;Man;50;40000-150000 invånare;13;Jag har aldrig haft sexuellt umgänge med någon av samma kön;Jag har aldrig haft sexuellt umgänge med någon av samma kön;15;Ja;16;Homosexuell;Ja;18;Nej;Nej;Ja, det gör jag då och då;Jag har inga homo/bisexuella vänner;Ja;23;Det är den största svårigheten man har som homo/bisexuell;Nej;Nej;Nej;Nej;Nej;Nej;Nej;Ja;Nej;Nej;Nej;Nej;Nej;;Någon enstaka vet eller förstår det;Ja, för en bekant;;;;X;;;;;;;;;;;;;;;;;;;;;;X;;Förvärvsarbe;"Annan konstnärlig verksamhet (""artist"")";Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Någon enstaka vet eller förstår det;Ja;;;X;;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har varit ängslig och orolig;Nej
649;Man;51;10000-40000 invånare;12;Ja;19;99;Ja;19;Homosexuell;Ja;20;Ja, det har jag gjort men jag önskar det inte nu;Nej;Ja, men bara vid enstaka tillfällen;Jag träffar homo/bisexuella vänner mycket sällan;Ja;19;Det är svårt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Nej;Nej;Nej;Ja;Nej;Ja;Ja;Ja, jag har tidigare sammanbott med en kvinna (kvinnor);Ja, jag har tidigare sammanbott med en man (män);Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;;X;X;;X;;;;;;;;;;;;;X;;;;;;;;"intetsägande svar (ex. ""olika reaktioner"")";Förvärvsarbe;Hälso-, sjukvård, socialvård;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Någon enstaka vet eller förstår det;Ja;;;X;;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Nej;
650;Man;44;Fler än 150000 invånare;9;Ja;11;14;Ja;16;Homosexuell;Ja;12;Ja, det har jag gjort men jag önskar det inte nu;Nej;Ja, det gör jag då och då;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;11;Det är svårt att få tillfälle att lära känna homo/bisexuella personer;Ja;Nej;Ja;Nej;Ja;Nej;Nej;Ja;Ja;Ja, jag har tidigare sammanbott med en kvinna (kvinnor);Ja, jag har tidigare sammanbott med en man (män);Ja;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;;X;X;;;;X;;;;;;;;;;X;;;X;;;;X;;;Förvärvsarbe;Restaurang och hotell;Arbetsledande funktion;Ingen eftergymnasial utbildning;Alla vet eller förstår det;Ja;;;X;;Ja, någon/några har varit ovänliga eller fientliga;Jag har diskriminerats;X;;;;;71;Har svarat i fritextfältet;Ja;Nej;Ja, en psykiater och en psykolog;Ja;;;;X;;X;Av någon eller några men inte av andra;Ja, jag har känt mig nedstämd (deprimerad);Ja
651;Man;58;Fler än 150000 invånare;10;Ja;15;13;Jag har aldrig haft talat med någon om min sexuella läggning;0;Homosexuell;Ja;13;Nej;Nej;Ja, det gör jag då och då;Jag träffar homo/bisexuella vänner mycket sällan;Ja;21;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Nej;Ja;Ja;Ja;Ja;Nej;Nej;Ja;Nej;Nej;Nej;Nej;Nej;;Ingen av mina heterosexuella bekanta vet eller förstår det;Nej;X;;;;;;;;;;;;;;;;;;X;;X;;;X;X;;;Förvärvsarbe;Transport- och lagerarbete;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Ingen arbetskamrat (studiekamrat) vet eller förstår det;Ja;X;;;X;Ingen känner till min sexuella inriktning;Inget svar; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad) samt varit ängslig och orolig;Ja
652;Man;46;Fler än 150000 invånare;8;Ja;9;16;Ja;18;Homosexuell;Ja;20;Nej;Nej;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;19;Det är svårt att få tillfälle att lära känna homo/bisexuella personer;Nej;Ja;Nej;Nej;Nej;Nej;Ja;;Nej;Nej;Ja, jag sammanbor nu med en man;Nej;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;X;;;;;;;;;;;;;X;;;;;;;;;;;;;Förvärvsarbe;Restaurang och hotell;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Alla vet eller förstår det;Alla känner till min sexuella inriktning; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Ja;Nej;Ja, en psykolog;Ja;;X;;;;;Nej;Nej;
653;Man;45;Fler än 150000 invånare;13;Ja;19;16;Ja;19;Homosexuell;Ja;17;Nej;Nej;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;19;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Nej;Nej;Nej;Ja;;Ja;Nej;Nej;Nej;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;;;;;;;;;;;;"intetsägande svar (ex. ""olika reaktioner"")";;;;;;;;;;;;;;Negativ reaktion angiven;Förvärvsarbe;Förvaltning, kontor, bank m.m.;Ingen arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Alla vet eller förstår det;Alla känner till min sexuella inriktning; ; ; ; ;Ja, någon/några har undvikit kontakt med mig;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Nej;
654;Man;48;Fler än 150000 invånare;10;Ja;17;14;Ja;17;Homosexuell;Ja;16;Nej;Ja;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;17;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Ja;Ja;Ja;Ja;;Ja;Nej;Nej;Nej;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;X;X;;;;;;;;;;;;X;;;;;;;;;;;;;Förvärvsarbe;Industriell tillverkning;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Flera vet eller förstår det;Ja;;;X;;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Ja;Nej;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Nej
655;Man;47;Fler än 150000 invånare;14;Ja;16;16;Ja;19;Homosexuell;Ja;17;Ja, det har jag gjort men jag önskar det inte nu;Ja;Nej, inte nuförtiden;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;17;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Ja;Ja;Nej;Ja;;Ja;Nej;Ja, jag har tidigare sammanbott med en man (män);Ja;Nej;;Någon enstaka vet eller förstår det;Ja, för flera bakanta;;X;;;;;;;;;;;Negativ reaktion angiven;X;;;;;;;;;;;;;;Förvärvsarbe;Restaurang och hotell;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Flera vet eller förstår det;Inget svar; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Ja;Nej;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
656;Man;47;Fler än 150000 invånare;12;Ja;9;20;Ja;21;Homosexuell;Ja;22;Nej;Nej;Ja, men bara vid enstaka tillfällen;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;25;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Ja;Ja;Ja;Ja;;Ja;Nej;Nej;Nej;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;;X;X;;X;;;;;;;;;;X;;;;;;;;;;;;Studerande;;;;Flera vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;Nej;Nej;;;;;;;;;Ja, jag har varit ängslig och orolig;Ja
657;Man;51;Fler än 150000 invånare;10;Ja;12;15;Ja;18;Homosexuell;Ja;18;Nej;Ja;Ja, det gör jag under långa perioder;Jag har inga homo/bisexuella vänner;Ja;12;Det är den största svårigheten man har som homo/bisexuell;Ja;Nej;Nej;Nej;Nej;Nej;Nej;Ja;Nej;Nej;Nej;Nej;Nej;;Någon enstaka vet eller förstår det;Ja, för en bekant;;;;;;;;;;;;X;;;;;;;;;;;;;;X;;Förvärvsarbe;Transport- och lagerarbete;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Ingen arbetskamrat (studiekamrat) vet eller förstår det;Ja;;;X;;Inget svar;Inget svar; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
658;Man;48;Fler än 150000 invånare;15;Ja;21;15;Ja;21;Homosexuell;Ja;20;Nej;Ja;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;21;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Nej;Nej;Nej;Ja;Ja;;Nej;Nej;Ja, jag sammanbor nu med en man;Nej;Nej;;Alla vet eller förstår det;Ja, för flera bakanta;;X;X;X;;;X;X;;;;;;X;;;;;;;;;;;;;;Förvärvsarbe;Övriga;Arbetsledande funktion;Ingen eftergymnasial utbildning;Alla vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Ja;Nej;Ja, en psykiater;Nej;X;;;;;;Nej;Nej;Nej
659;Man;48;Jag bor på landsbygden;16;Ja;22;14;Ja;20;Homosexuell;Ja;18;Nej;Nej;Nej, inte nuförtiden;Jag träffar homo/bisexuella vänner mycket sällan;Ja;20;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Nej;Nej;Nej;Nej;Nej;Nej;Ja;;Nej;Nej;Ja, jag sammanbor nu med en man;Ja;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;;X;;;;;;;;;X;;;;;;;X;;;;;;;;;Förvärvsarbe;Undervisning, forskning;Ingen arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Någon enstaka vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Ja, en psykiater;Nej;X;;;;;;Ja;Ja, jag har känt mig nedstämd (deprimerad);Nej
660;Man;33;Fler än 150000 invånare;10;Ja;11;20;Ja;35;Homosexuell;Ja;30;Nej;Nej;Ja, det gör jag då och då;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;36;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Nej;Nej;Nej;Ja;;Ja;Nej;Nej;Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;X;X;X;;;;;;;;;;;;;;;X;;;;;;;;;Förvärvsarbe;Undervisning, forskning;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Flera vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
661;Man;39;Fler än 150000 invånare;13;Ja;23;13;Ja;19;Homosexuell;Ja;15;Ja, jag önskar nu att jag vore (helt) heterosexuell;Ja;Ja, det gör jag under långa perioder;Jag träffar homo/bisexuella vänner mycket sällan;Ja;23;Det är svårt att få tillfälle att lära känna homo/bisexuella personer;Nej;Nej;Ja;Nej;Nej;Nej;Nej;Ja;Ja;Nej;Nej;Nej;Nej;;Någon enstaka vet eller förstår det;Ja, för en bekant;;X;;;X;;;;;;;;;;;X;;;X;;;;;;;;;Förvärvsarbe;Undervisning, forskning;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Någon enstaka vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Ja, en psykiater;Ja;;X;;;;;Ja;Ja, jag har känt mig nedstämd (deprimerad) samt varit ängslig och orolig;Ja
662;Man;50;Fler än 150000 invånare;8;Ja;19;15;Ja;18;Homosexuell;Ja;21;Nej;Nej;Ja, men bara vid enstaka tillfällen;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;19;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Ja;Nej;Ja;Nej;Ja;Ja;Nej;Ja, jag har tidigare sammanbott med en man (män);Ja;Nej;;Alla vet eller förstår det;Ja, för flera bakanta;;;X;X;;X;;;;;;;Reaktion som är varken positiv eller negativ;X;;;;;;;;;;;;;;Förvärvsarbe;Förvaltning, kontor, bank m.m.;Arbetsledande funktion;Ingen eftergymnasial utbildning;Flera vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Ja, en psykolog;;;;;;;;;Nej;
663;Man;51;Fler än 150000 invånare;13;Ja;10;12;Ja;18;Homosexuell;Ja;14;Ja, det har jag gjort men jag önskar det inte nu;Nej;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;19;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Nej;Ja;Nej;Ja;Ja;;Ja;Nej;Ja, jag sammanbor nu med en man;Ja;Ja;72;Någon enstaka vet eller förstår det;Ja, för flera bakanta;;;X;;;;;;;;;;;;;;;;X;;;;;;;;;Förvärvsarbe;Förvaltning, kontor, bank m.m.;Ingen arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Ingen arbetskamrat (studiekamrat) vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Ja, en psykiater;Ja;X;;;;;;Nej;Ja, jag har varit ängslig och orolig;Ja
664;Man;49;Fler än 150000 invånare;15;Ja;15;13;Ja;14;Homosexuell;Ja;18;Ja, det har jag gjort men jag önskar det inte nu;Ja;Nej, inte nuförtiden;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;15;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Ja;Ja;Nej;Ja;Ja;;Ja;Nej;Ja, jag sammanbor nu med en man;Ja;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;;;X;;;;;;;;;Positiv reaktion angiven;;;;;;;;X;;;;;;;Studerande;;;;De flesta vet eller förstår det;Ja;;;X;;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Ja;Nej;Ja, en psykiater;Ja;;X;;;;;Ja;Ja, jag har varit ängslig och orolig;Nej
665;Man;27;Fler än 150000 invånare;18;Jag har aldrig haft sexuellt umgänge med någon av samma kön;Jag har aldrig haft sexuellt umgänge med någon av samma kön;18;Jag har aldrig haft talat med någon om min sexuella läggning;0;Homosexuell;Ja;20;Ja, det har jag gjort men jag önskar det inte nu;Ja;Ja, det gör jag då och då;Jag träffar homo/bisexuella vänner mycket sällan;Inget svar;Inget svar;Det är den största svårigheten man har som homo/bisexuell;Nej;Nej;Nej;Ja;Nej;Nej;Nej;Ja;Nej;Nej;Nej;Nej;Nej;;Någon enstaka vet eller förstår det;Nej;X;;;;;;;;;;;;;;;;;;;;;;;;;X;;Förvärvsarbe;Förvaltning, kontor, bank m.m.;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Jag vet inte om någon förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
666;Man;26;40000-150000 invånare;14;Ja;15;20;Jag har aldrig haft talat med någon om min sexuella läggning;0;Homosexuell;Ja;20;Nej;Nej;Nej, det har jag aldrig gjort;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;21;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Nej;Ja;Nej;Ja;Ja;Nej;Ja;;Nej;Nej;Ja, jag sammanbor nu med en man;Nej;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;X;;X;;;;;;;;;;;;X;;;X;;;;;;;;;Förvärvsarbe;Tjänstemän, ospecificerad;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Någon enstaka vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Nej;
667;Man;47;Fler än 150000 invånare;10;Ja;14;16;Ja;16;Homosexuell;Ja;17;Ja, det har jag gjort men jag önskar det inte nu;Ja;Nej, inte nuförtiden;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;15;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Nej;Ja;Nej;Nej;Ja;;Nej;Nej;Nej;Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;X;;;;;;;;X;;;;;;;;;;;;;;;;X;;Förvärvsarbe;Undervisning, forskning;Ingen arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Ingen arbetskamrat (studiekamrat) vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Ingen känner till min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Ja, jag har känt mig nedstämd (deprimerad);Ja
668;Man;53;40000-150000 invånare;13;Ja;17;13;Ja;17;Homosexuell;Ja;17;Nej;Nej;Nej, det har jag aldrig gjort;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;17;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Ja;Ja;Nej;Nej;Nej;Nej;Ja;;Ja;Nej;Ja, jag sammanbor nu med en man;Nej;Nej;;De flesta vet eller förstår det;Ja, för flera bakanta;;;;;;;;;;X;;;;;;;;;X;X;;;;;;;;Förvärvsarbe;Framgår inte, inget svar;Framgår inte, inget svar;framgår inte, inget svar;Någon enstaka vet eller förstår det;Nej, jag tror inte att de skulle bli ovänliga eller undvika kontakt med mig; ; ; ; ;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Nej;
669;Man;49;40000-150000 invånare;14;Ja;14;17;Ja;18;Homosexuell;Ja;18;Nej;Nej;Nej, det har jag aldrig gjort;En stor del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;18;Det är ganska lätt att få tillfälle att lära känna homo/bisexuella personer;Nej;Ja;Ja;Nej;Ja;Nej;Ja;;Ja;Nej;Ja, jag sammanbor nu med en man;Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;X;X;;;;;;;;;;;;;;;;;;;;;;;X;;Förvärvsarbe;Hälso-, sjukvård, socialvård;Ingen arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Någon enstaka vet eller förstår det;Ja;;;X;;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Nej;;;;;;;;;Nej;
670;Man;55;40000-150000 invånare;13;Ja;18;14;Ja;20;Homosexuell;Ja;14;Ja, det har jag gjort men jag önskar det inte nu;Nej;Ja, det gör jag då och då;Jag träffar homo/bisexuella vänner mycket sällan;Ja;23;Det är den största svårigheten man har som homo/bisexuell;Ja;Ja;Nej;Nej;Nej;Nej;Nej;Ja;Ja;Nej;Nej;Nej;Nej;;Någon enstaka vet eller förstår det;Ja, för flera bakanta;;X;;;;X;X;X;;;;;;;;;;;X;X;X;;;;X;;;Förvärvsarbe;Hälso-, sjukvård, socialvård;Ingen arbetsledande funktion;Ingen eftergymnasial utbildning;Någon enstaka vet eller förstår det;Ja;X;;X;;Nej, ingen har gjort något sådant p g a min sexuella inriktning;Nej; ; ; ; ; ;;;Nej;;Ja, en psykiater;Ja;;;X;X;;;Nej;Ja, jag har känt mig nedstämd (deprimerad);Ja
671;Man;31;Jag bor på landsbygden;12;Ja;7;16;Ja;21;Homosexuell;Ja;20;Nej;Ja;Nej, inte nuförtiden;En mindre del av min fritid är jag tillsammans med homo/bisexuella vänner;Ja;16;Det är svårt att få tillfälle att lära känna homo/bisexuella personer;Nej;Ja;Nej;Nej;Nej;Nej;Nej;Ja;Ja;Nej;Ja, jag har tidigare sammanbott med en man (män);Nej;Nej;;Flera vet eller förstår det;Ja, för flera bakanta;;X;X;X;;X;;;;X;;X;; ; ; ; ; ; ; ; ; ; ; ; ; ;Inget svar;Förvärvsarbe;Undervisning, forskning;Arbetsledande funktion;Eftergymnasial utbildning (universitet osv);Jag vet inte om någon förstår det;Ja;;;X;;Ja, någon/några har undvikit kontakt med mig;Jag har diskriminerats;;X;;;;76;Har svarat i fritextfältet;Nej;Nej;Ja, en psykiater;Ja;;X;;;;;Ja;Ja, jag har känt mig nedstämd (deprimerad);Ja
